1435739,Amiram Wingarten,16045
1439197,Lior Wolf,16045
1439705,Haim J. Wolfson,16045
1443279,Avishai Wool,16045
1463398,Avital Yachin,16045
1463720,Tal Yadid,16045
1463784,Isaac Yaesh,16045
1463793,Eitan Yaffe,16045
1464416,Zohar Yakhini,16045
1464420,Evgeni Yakhnich,16045
1464766,Tom Yam,16045
1467229,Rabin Ben Yamin,16045
1475481,Oded Yaniv,16045
1475482,Ran Yaniv,16045
1475737,Eitan Yanovsky,16045
1477346,Leonid P. Yaroslavsky,16045
1479848,Uri Yechiali,16045
1479875,Tamir Yedidya,16045
1480032,Lahav Yeffet,16045
1480852,Amiram Yehudai,16045
1480886,Daniel Yekutieli,16045
1481885,Arie Yeredor,16045
1481985,Lena Yerushalmi,16045
1482011,Hezy Yeshurun,16045
1482012,Yehezkel Yeshurun,16045
1485686,P. Yoeli,16045
1486274,Yair Yona,16045
1488479,Nir Yosef,16045
1491594,Galit Yovel,16045
1491597,Yossi Yovel,16045
1496593,Alexander Yudin,16045
1497220,Alex Yufit,16045
1499478,Rafi Zachut,16045
1501654,Anna Zamansky,16045
1501869,Ram Zamir,16045
1503243,Yoram Zarai,16045
1503494,Uri Zaretsky,16045
1504807,Aviv Zeevi,16045
1505249,Eli Zeitlin,16045
1505676,Asaph Zemach,16045
1520025,Valery A. Zheludev,16045
1525087,Shizhe Zhou,16045
1530683,Noa Zilberman,16045
1530688,Arie Zilberstein,16045
1530975,Yair Zimmer,16045
1531030,Gali Zimmerman,16045
1531410,Artem Zinevich,16045
1531692,Igor Ziper,16045
1532201,Sharon Zlochiver,16045
1532282,Vladimir Zmudikov,16045
1532515,Idan Zohar,16045
1534207,Majd Zreik,16045
1534656,Aviad Zuck,16045
1534879,Baruch Zukerman,16045
1535511,Tal Zur,16045
1535760,Moshe Zviran,16045
1535763,Orly Zvitia,16045
1535963,Uri Zwick,16045
1536054,Gil Zwirn,16045
